FinancialYear,Quarter,OrgCode,OrgName,Measure,Value
2020/2021,2,E54000007,Greater Manchester Health and Social Care Partnership,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E54000008,Cheshire and Merseyside,Number of maternities,5833
2020/2021,2,E54000008,Cheshire and Merseyside,Women known to be non-smokers at time of delivery,5070
2020/2021,2,E54000008,Cheshire and Merseyside,Women known to be smokers at time of delivery,723
2020/2021,2,E54000008,Cheshire and Merseyside,Women whose smoking status was not known at time of delivery,40
2020/2021,2,E54000048,Healthier Lancashire and South Cumbria,Number of maternities,3979
2020/2021,2,E54000048,Healthier Lancashire and South Cumbria,Women known to be non-smokers at time of delivery,3456
2020/2021,2,E54000048,Healthier Lancashire and South Cumbria,Women known to be smokers at time of delivery,506
2020/2021,2,E54000048,Healthier Lancashire and South Cumbria,Women whose smoking status was not known at time of delivery,17
2020/2021,2,E38000020,NHS Brent CCG,Number of maternities,1084
2020/2021,2,E38000020,NHS Brent CCG,Women known to be non-smokers at time of delivery,1043
2020/2021,2,E38000020,NHS Brent CCG,Women known to be smokers at time of delivery,39
2020/2021,2,E38000020,NHS Brent CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,2,E38000031,NHS Central London (Westminster) CCG,Number of maternities,389
2020/2021,2,E38000031,NHS Central London (Westminster) CCG,Women known to be non-smokers at time of delivery,374
2020/2021,2,E38000031,NHS Central London (Westminster) CCG,Women known to be smokers at time of delivery,11
2020/2021,2,E38000031,NHS Central London (Westminster) CCG,Women whose smoking status was not known at time of delivery,4
2020/2021,2,E38000048,NHS Ealing CCG,Number of maternities,1116
2020/2021,2,E38000048,NHS Ealing CCG,Women known to be non-smokers at time of delivery,1087
2020/2021,2,E38000048,NHS Ealing CCG,Women known to be smokers at time of delivery,28
2020/2021,2,E38000048,NHS Ealing CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E38000070,NHS Hammersmith and Fulham CCG,Number of maternities,594
2020/2021,2,E38000070,NHS Hammersmith and Fulham CCG,Women known to be non-smokers at time of delivery,576
2020/2021,2,E38000070,NHS Hammersmith and Fulham CCG,Women known to be smokers at time of delivery,16
2020/2021,2,E38000070,NHS Hammersmith and Fulham CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,2,E38000074,NHS Harrow CCG,Number of maternities,797
2020/2021,2,E38000074,NHS Harrow CCG,Women known to be non-smokers at time of delivery,770
2020/2021,2,E38000074,NHS Harrow CCG,Women known to be smokers at time of delivery,26
2020/2021,2,E38000074,NHS Harrow CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E38000082,NHS Hillingdon CCG,Number of maternities,849
2020/2021,2,E38000082,NHS Hillingdon CCG,Women known to be non-smokers at time of delivery,799
2020/2021,2,E38000082,NHS Hillingdon CCG,Women known to be smokers at time of delivery,50
2020/2021,2,E38000082,NHS Hillingdon CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000084,NHS Hounslow CCG,Number of maternities,519
2020/2021,2,E38000084,NHS Hounslow CCG,Women known to be non-smokers at time of delivery,492
2020/2021,2,E38000084,NHS Hounslow CCG,Women known to be smokers at time of delivery,27
2020/2021,2,E38000084,NHS Hounslow CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000202,NHS West London CCG,Number of maternities,533
2020/2021,2,E38000202,NHS West London CCG,Women known to be non-smokers at time of delivery,523
2020/2021,2,E38000202,NHS West London CCG,Women known to be smokers at time of delivery,9
2020/2021,2,E38000202,NHS West London CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E38000240,NHS North Central London CCG,Number of maternities,4296
2020/2021,2,E38000240,NHS North Central London CCG,Women known to be non-smokers at time of delivery,4036
2020/2021,2,E38000240,NHS North Central London CCG,Women known to be smokers at time of delivery,237
2020/2021,2,E38000240,NHS North Central London CCG,Women whose smoking status was not known at time of delivery,23
2020/2021,2,E38000004,NHS Barking and Dagenham CCG,Number of maternities,812
2020/2021,2,E38000004,NHS Barking and Dagenham CCG,Women known to be non-smokers at time of delivery,739
2020/2021,2,E38000004,NHS Barking and Dagenham CCG,Women known to be smokers at time of delivery,72
2020/2021,2,E38000004,NHS Barking and Dagenham CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E38000035,NHS City and Hackney CCG,Number of maternities,1082
2020/2021,2,E38000035,NHS City and Hackney CCG,Women known to be non-smokers at time of delivery,997
2020/2021,2,E38000035,NHS City and Hackney CCG,Women known to be smokers at time of delivery,52
2020/2021,2,E38000035,NHS City and Hackney CCG,Women whose smoking status was not known at time of delivery,33
2020/2021,2,E38000077,NHS Havering CCG,Number of maternities,785
2020/2021,2,E38000077,NHS Havering CCG,Women known to be non-smokers at time of delivery,732
2020/2021,2,E38000077,NHS Havering CCG,Women known to be smokers at time of delivery,52
2020/2021,2,E38000077,NHS Havering CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E38000113,NHS Newham CCG,Number of maternities,1441
2020/2021,2,E38000113,NHS Newham CCG,Women known to be non-smokers at time of delivery,1361
2020/2021,2,E38000113,NHS Newham CCG,Women known to be smokers at time of delivery,75
2020/2021,2,E38000113,NHS Newham CCG,Women whose smoking status was not known at time of delivery,5
2020/2021,2,E38000138,NHS Redbridge CCG,Number of maternities,1081
2020/2021,2,E38000138,NHS Redbridge CCG,Women known to be non-smokers at time of delivery,1043
2020/2021,2,E38000138,NHS Redbridge CCG,Women known to be smokers at time of delivery,36
2020/2021,2,E38000138,NHS Redbridge CCG,Women whose smoking status was not known at time of delivery,2
2020/2021,2,E38000186,NHS Tower Hamlets CCG,Number of maternities,1107
2020/2021,2,E38000186,NHS Tower Hamlets CCG,Women known to be non-smokers at time of delivery,1059
2020/2021,2,E38000186,NHS Tower Hamlets CCG,Women known to be smokers at time of delivery,47
2020/2021,2,E38000186,NHS Tower Hamlets CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E38000192,NHS Waltham Forest CCG,Number of maternities,1082
2020/2021,2,E38000192,NHS Waltham Forest CCG,Women known to be non-smokers at time of delivery,998
2020/2021,2,E38000192,NHS Waltham Forest CCG,Women known to be smokers at time of delivery,69
2020/2021,2,E38000192,NHS Waltham Forest CCG,Women whose smoking status was not known at time of delivery,15
2020/2021,2,E38000244,NHS South East London CCG,Number of maternities,5286
2020/2021,2,E38000244,NHS South East London CCG,Women known to be non-smokers at time of delivery,5014
2020/2021,2,E38000244,NHS South East London CCG,Women known to be smokers at time of delivery,250
2020/2021,2,E38000244,NHS South East London CCG,Women whose smoking status was not known at time of delivery,22
2020/2021,2,E38000245,NHS South West London CCG,Number of maternities,4419
2020/2021,2,E38000245,NHS South West London CCG,Women known to be non-smokers at time of delivery,4160
2020/2021,2,E38000245,NHS South West London CCG,Women known to be smokers at time of delivery,212
2020/2021,2,E38000245,NHS South West London CCG,Women whose smoking status was not known at time of delivery,47
2020/2021,2,E38000237,NHS Kent and Medway CCG,Number of maternities,4545
2020/2021,2,E38000237,NHS Kent and Medway CCG,Women known to be non-smokers at time of delivery,3833
2020/2021,2,E38000237,NHS Kent and Medway CCG,Women known to be smokers at time of delivery,694
2020/2021,2,E38000237,NHS Kent and Medway CCG,Women whose smoking status was not known at time of delivery,18
2020/2021,2,E38000118,NHS North East Hampshire and Farnham CCG,Number of maternities,557
2020/2021,2,E38000118,NHS North East Hampshire and Farnham CCG,Women known to be non-smokers at time of delivery,525
2020/2021,2,E38000118,NHS North East Hampshire and Farnham CCG,Women known to be smokers at time of delivery,32
2020/2021,2,E38000118,NHS North East Hampshire and Farnham CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000178,NHS Surrey Heath CCG,Number of maternities,193
2020/2021,2,E38000178,NHS Surrey Heath CCG,Women known to be non-smokers at time of delivery,175
2020/2021,2,E38000178,NHS Surrey Heath CCG,Women known to be smokers at time of delivery,18
2020/2021,2,E38000178,NHS Surrey Heath CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000224,NHS East Berkshire CCG,Number of maternities,1210
2020/2021,2,E38000224,NHS East Berkshire CCG,Women known to be non-smokers at time of delivery,1136
2020/2021,2,E38000224,NHS East Berkshire CCG,Women known to be smokers at time of delivery,74
2020/2021,2,E38000224,NHS East Berkshire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000059,NHS Fareham and Gosport CCG,Number of maternities,454
2020/2021,2,E38000059,NHS Fareham and Gosport CCG,Women known to be non-smokers at time of delivery,386
2020/2021,2,E38000059,NHS Fareham and Gosport CCG,Women known to be smokers at time of delivery,52
2020/2021,2,E38000059,NHS Fareham and Gosport CCG,Women whose smoking status was not known at time of delivery,16
2020/2021,2,E38000087,NHS Isle of Wight CCG,Number of maternities,265
2020/2021,2,E38000087,NHS Isle of Wight CCG,Women known to be non-smokers at time of delivery,230
2020/2021,2,E38000087,NHS Isle of Wight CCG,Women known to be smokers at time of delivery,35
2020/2021,2,E38000087,NHS Isle of Wight CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000120,NHS North Hampshire CCG,Number of maternities,571
2020/2021,2,E38000120,NHS North Hampshire CCG,Women known to be non-smokers at time of delivery,535
2020/2021,2,E38000120,NHS North Hampshire CCG,Women known to be smokers at time of delivery,36
2020/2021,2,E38000120,NHS North Hampshire CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000137,NHS Portsmouth CCG,Number of maternities,600
2020/2021,2,E38000137,NHS Portsmouth CCG,Women known to be non-smokers at time of delivery,513
2020/2021,2,E38000137,NHS Portsmouth CCG,Women known to be smokers at time of delivery,68
2020/2021,2,E38000137,NHS Portsmouth CCG,Women whose smoking status was not known at time of delivery,19
2020/2021,2,E38000154,NHS South Eastern Hampshire CCG,Number of maternities,480
2020/2021,2,E38000154,NHS South Eastern Hampshire CCG,Women known to be non-smokers at time of delivery,416
2020/2021,2,E38000154,NHS South Eastern Hampshire CCG,Women known to be smokers at time of delivery,54
2020/2021,2,E38000154,NHS South Eastern Hampshire CCG,Women whose smoking status was not known at time of delivery,10
2020/2021,2,E38000167,NHS Southampton CCG,Number of maternities,755
2020/2021,2,E38000167,NHS Southampton CCG,Women known to be non-smokers at time of delivery,649
2020/2021,2,E38000167,NHS Southampton CCG,Women known to be smokers at time of delivery,94
2020/2021,2,E38000167,NHS Southampton CCG,Women whose smoking status was not known at time of delivery,12
2020/2021,2,E38000198,NHS West Hampshire CCG,Number of maternities,1141
2020/2021,2,E38000198,NHS West Hampshire CCG,Women known to be non-smokers at time of delivery,1054
2020/2021,2,E38000198,NHS West Hampshire CCG,Women known to be smokers at time of delivery,86
2020/2021,2,E38000198,NHS West Hampshire CCG,Women whose smoking status was not known at time of delivery,1
2020/2021,2,E38000136,NHS Oxfordshire CCG,Number of maternities,1513
2020/2021,2,E38000136,NHS Oxfordshire CCG,Women known to be non-smokers at time of delivery,1390
2020/2021,2,E38000136,NHS Oxfordshire CCG,Women known to be smokers at time of delivery,114
2020/2021,2,E38000136,NHS Oxfordshire CCG,Women whose smoking status was not known at time of delivery,9
2020/2021,2,E38000221,NHS Berkshire West CCG,Number of maternities,1301
2020/2021,2,E38000221,NHS Berkshire West CCG,Women known to be non-smokers at time of delivery,1210
2020/2021,2,E38000221,NHS Berkshire West CCG,Women known to be smokers at time of delivery,91
2020/2021,2,E38000221,NHS Berkshire West CCG,Women whose smoking status was not known at time of delivery,0
2020/2021,2,E38000223,NHS Buckinghamshire CCG,Number of maternities,1246
2020/2021,2,E38000223,NHS Buckinghamshire CCG,Women known to be non-smokers at time of delivery,1150
2020/2021,2,E38000223,NHS Buckinghamshire CCG,Women known to be smokers at time of delivery,88
2020/2021,2,E38000223,NHS Buckinghamshire CCG,Women whose smoking status was not known at time of delivery,8
2020/2021,2,E38000246,NHS Surrey Heartlands CCG,Number of maternities,2593
