QS_id,QS_statement_id,measure_text,measure_type,measure_number,QS_measure_id,measure_number,Numerator,Denominator
15,15.4,"Evidence from patient experience surveys and feedback that care was tailored to people's needs and personal preferences, taking into account their circumstances, their ability to access services and their coexisting conditions.",Outcome,25,15.4.O2,2,,
15,15.4,"Evidence from patient experience surveys and feedback that patients feel their physical and psychological needs were assessed, addressed and regularly reviewed.",Outcome,26,15.4.O3,3,,
15,15.5,"Evidence of local arrangements to ensure that people's preferences for sharing information with family members and carers are established, respected and reviewed throughout their care.",Structure,27,15.5.S1,1,,
15,15.5,"Proportion of people using adult NHS services whose preferences for sharing information with family members and carers are established, respected and reviewed throughout their care.",Process,28,15.5.P1,1,The number in the denominator whose preferences for sharing information with family members and carers are recorded and reviewed throughout their care.,The number of people using adult NHS services.
15,15.5,"Evidence from patient experience surveys and feedback that people's preferences for sharing information with family members and carers were established, respected and reviewed throughout their care.",Outcome,29,15.5.O1,1,,
15,15.6,"Evidence of a system that supports the use of shared decision making such as appointment systems that allow decisions to be discussed, and patient record systems that can document shared decisions and patient preferences.",Structure,30,15.6.S1,1,,
15,15.6,"Evidence of local arrangements to ensure that healthcare professionals support people to understand their treatment options, including the benefits, risks and potential consequences of relevant treatments.",Structure,31,15.6.S2,2,,
15,15.6,Evidence of local arrangements to ensure that people are actively involved and supported in shared decision making.,Structure,32,15.6.S3,3,,
15,15.6,"Evidence of local arrangements to ensure that people are made aware of their right to choose, accept or decline treatment and that these decisions are respected and supported.",Structure,33,15.6.S4,4,,
15,15.6,Evidence of local arrangements to ensure that people are made aware that they can ask for a second opinion.,Structure,34,15.6.S5,5,,
15,15.6,Proportion of people who reported that a member of staff answered their questions before their operation or procedure in a way they could understand.,Process,35,15.6.P1,1,"The number in the denominator who reported that, before their operation or procedure, a member of staff answered their questions about it in a way they could understand 'completely'.",The number of people having an operation or procedure as an inpatient in hospital.
15,15.6,Proportion of people staying in hospital who reported that they were involved as much as they wanted to be in decisions about their care and treatment in hospital.,Process,36,15.6.P2,2,The number in the denominator who reported that they were 'definitely' involved as much as they wanted to be in decisions about their care and treatment.,The number of people staying as an inpatient in hospital.
15,15.6,Proportion of people who reported that they were involved as much as they wanted to be in decisions about their discharge from hospital.,Process,37,15.6.P3,3,The number in the denominator who reported that they felt they were involved as much as they wanted to be in decisions about their discharge from hospital.,The number of people staying as an inpatient in hospital.
15,15.6,Proportion of people who were involved in decisions about their care and treatment as much as they wanted to be at their last GP appointment.,Process,38,15.6.P4,4,The number in the denominator who were involved in decisions about their care and treatment as much as they wanted to be.,The number of people reporting on their last GP appointment.
15,15.6,Evidence from patient experience surveys and feedback that people feel able to make decisions that reflect what is important to them.,Outcome,39,15.6.O1,1,,
15,15.6,"Evidence from patient experience surveys and feedback that people know about their right to choose, accept or decline treatment and feel that their decisions were respected and supported.",Outcome,40,15.6.O2,2,,
15,15.6,Evidence from patient experience surveys and feedback that people know that they can ask for a second opinion.,Outcome,41,15.6.O3,3,,
16,16.1,Evidence of local arrangements to ensure that people with hip fracture are cared for within a Hip Fracture Programme at every stage of the care pathway.,Structure,1,16.1.S1,1,,
16,16.1,Proportion of presentations of hip fracture in which the person receives an orthogeriatric assessment prior to surgery.,Process,2,16.1.P1,1,The number in the denominator in which the person receives an orthogeriatric assessment prior to surgery.,The number of presentations of hip fracture.
16,16.1,Proportion of presentations of hip fracture in which the person has their goals for multidisciplinary rehabilitation identified.,Process,3,16.1.P2,2,The number in the denominator in which the person has their goals for multidisciplinary rehabilitation identified.,The number of people having surgery for hip fracture.
